id,source_url,company_name,rating,reviews_count,hourly_rate,min_project_size,team_size,last_crawled_at,locations,services_offered,source,hourly_low,hourly_high,hourly_mid,min_project_usd,team_low,team_high,team_mid,svc_ai,svc_iot,svc_mobile,price_segment
1000,https://www.goodfirms.co/internet-of-things,(v)WeCare,5.0,2,,,250 - 999,2025-10-26 16:18:17.951099,"['NYC, New York']",['IoT Development Services'],www.goodfirms.co,,,37.0,,250,999,329.5,0,1,0,middle-priced
149,https://www.goodfirms.co/robotic-process-automation,10xDS - Exponential Digital Solutions,5.0,1,,,50 - 249,2025-10-26 12:25:21.870635,"['Abu Dhabi, UAE']",['Robotic Process Automation Services'],www.goodfirms.co,,,37.0,,50,249,149.5,0,0,0,middle-priced
651,https://clutch.co/developers/artificial-intelligence?page=5,10xStudio,5.0,4,$50 - $99 / hr,"$5,000+",10 - 49,2025-10-26 16:06:03.350688,"['Amsterdam, Netherlands']","['AI Development', 'Generative AI', 'Custom Software Development', 'AI Consulting']",clutch.co,50.0,99.0,74.5,5000.0,10,49,29.5,1,0,0,middle-priced
944,https://clutch.co/developers/internet-of-things?page=3,21Twelve Interactive,4.9,34,< $25 / hr,"$1,000+",10 - 49,2025-10-26 16:05:58.994572,"['Ahmedabad, India']","['IoT Development', 'Mobile App Development', 'Pay Per Click', 'Search Engine Optimization', 'AI Development', 'AR/VR Development', 'Custom Software Development', 'Web Development']",clutch.co,0.0,25.0,12.5,1000.0,10,49,29.5,1,1,1,low-priced
565,https://clutch.co/directory/mobile-application-developers?page=5,247 Labs Inc.,4.7,93,$50 - $99 / hr,"$1,000+",50 - 249,2025-10-26 16:06:04.896332,"['Toronto, Canada']","['Mobile App Development', 'Web Development', 'AI Development', 'Custom Software Development', 'Web Design']",clutch.co,50.0,99.0,74.5,1000.0,50,249,149.5,1,0,1,middle-priced
632,https://clutch.co/developers/artificial-intelligence?page=5,2muchcoffee,5.0,26,$25 - $49 / hr,"$10,000+",10 - 49,2025-10-26 16:06:03.390711,"['Kyiv, Ukraine']","['Web Development', 'AI Development', 'Mobile App Development', 'UX/UI Design']",clutch.co,25.0,49.0,37.0,10000.0,10,49,29.5,1,0,1,middle-priced
161,https://clutch.co/developers/artificial-intelligence?page=10,3 SIDED CUBE,4.9,45,$100 - $149 / hr,"$50,000+",50 - 249,2025-10-26 12:42:20.745621,"['Bournemouth, England']","['.6/20 Reviews', '/10 Clients & Experience', '.8/10 Market Presence', 'AI Development', 'Other']",clutch.co,100.0,149.0,124.5,50000.0,50,249,149.5,1,0,0,high-priced
718,https://clutch.co/developers/internet-of-things?page=4,482.solutions,4.9,10,$25 - $49 / hr,"$10,000+",50 - 249,2025-10-26 16:06:01.687478,['Singapore'],"['IoT Development', 'Blockchain', 'Custom Software Development', 'Other IT Consulting and SI', 'Corporate Training & Coaching']",clutch.co,25.0,49.0,37.0,10000.0,50,249,149.5,0,1,0,middle-priced
879,https://clutch.co/developers/artificial-intelligence?page=4,4soft,5.0,54,$50 - $99 / hr,"$10,000+",50 - 249,2025-10-26 16:06:00.085647,"['Wrocław, Poland']","['Blockchain', 'AI Development']",clutch.co,50.0,99.0,74.5,10000.0,50,249,149.5,1,0,0,middle-priced
638,https://clutch.co/developers/artificial-intelligence?page=5,500 Designs,5.0,41,$100 - $149 / hr,"$25,000+",50 - 249,2025-10-26 16:06:03.377844,"['Irvine, CA']","['Web Design', 'Branding', 'AI Consulting', 'Content Marketing', 'Marketing Strategy', 'Search Engine Optimization', 'UX/UI Design', 'Web Development']",clutch.co,100.0,149.0,124.5,25000.0,50,249,149.5,1,0,0,high-priced
648,https://clutch.co/developers/artificial-intelligence?page=5,7EDGE,4.9,23,< $25 / hr,"$25,000+",50 - 249,2025-10-26 16:06:03.356856,"['Bengaluru, India']","['Custom Software Development', 'AI Development', 'BI & Big Data Consulting & SI', 'Cloud Consulting & SI', 'Enterprise App Modernization', 'Generative AI', 'Mobile App Development', 'Web Development']",clutch.co,0.0,25.0,12.5,25000.0,50,249,149.5,1,0,1,low-priced
779,https://clutch.co/directory/mobile-application-developers?page=4,99x,4.8,48,$25 - $49 / hr,"$25,000+",250 - 999,2025-10-26 16:06:01.293819,"['Vitória, Brazil']","['Mobile App Development', 'Custom Software Development', 'IT Staff Augmentation', 'AI Development', 'Web Development']",clutch.co,25.0,49.0,37.0,25000.0,250,999,329.5,1,0,1,middle-priced
284,https://clutch.co/developers/internet-of-things?page=10,ACTE Technology,5.0,1,Undisclosed,"$1,000+",2 - 9,2025-10-26 12:42:22.082067,"['Ho Chi Minh City, Vietnam']","['IoT Development', 'Application Management & Support', 'BI & Big Data Consulting & SI', 'IT Strategy Consulting']",clutch.co,,,74.5,1000.0,2,9,5.5,0,1,0,middle-priced
107,https://www.goodfirms.co/robotic-process-automation,AI Labeler,5.0,9,< $25/hr,,50 - 249,2025-10-26 12:25:21.856993,"['NYC, New York']",['Robotic Process Automation Services'],www.goodfirms.co,0.0,25.0,12.5,,50,249,149.5,0,0,0,low-priced
73,https://www.goodfirms.co/artificial-intelligence,AIMLEAP - Outsource Bigdata,4.9,64,< $25/hr,,50 - 249,2025-10-26 12:19:33.064523,"['NYC, New York']",['Artificial Intelligence Services'],www.goodfirms.co,0.0,25.0,12.5,,50,249,149.5,1,0,0,low-priced
36,https://www.goodfirms.co/artificial-intelligence,AIVEDA,5.0,12,< $25/hr,,50 - 249,2025-10-26 12:19:33.084488,"['Delhi, India']",['Artificial Intelligence Services'],www.goodfirms.co,0.0,25.0,12.5,,50,249,149.5,1,0,0,low-priced
260,https://clutch.co/developers/internet-of-things?page=10,AJProTech,5.0,13,$100 - $149 / hr,"$50,000+",10 - 49,2025-10-26 12:42:22.102172,"['Calabasas, CA']","['.8/20 Reviews', '/10 Clients & Experience', '.5/10 Market Presence', 'IoT Development', 'Other']",clutch.co,100.0,149.0,124.5,50000.0,10,49,29.5,0,1,0,high-priced
699,https://clutch.co/developers/internet-of-things?page=4,AMC TECH,5.0,17,$50 - $99 / hr,"$10,000+",50 - 249,2025-10-26 16:06:01.723750,"['Kraków, Poland']","['IoT Development', 'Custom Software Development', 'Product Design', 'Web Development', 'Mobile App Development', 'Wearable App Development']",clutch.co,50.0,99.0,74.5,10000.0,50,249,149.5,0,1,1,middle-priced
563,https://clutch.co/directory/mobile-application-developers?page=5,ANTLR Interactive,5.0,15,Undisclosed,"$10,000+",2 - 9,2025-10-26 16:06:04.900370,"['Canonsburg, PA']","['Mobile App Development', 'Custom Software Development', 'Web Development', 'UX/UI Design']",clutch.co,,,74.5,10000.0,2,9,5.5,0,0,1,middle-priced
120,https://www.goodfirms.co/internet-of-things,ARKA Softwares,4.4,13,< $25/hr,,50 - 249,2025-10-26 12:25:19.218190,"['Dallas, Texas']",['IoT Development Services'],www.goodfirms.co,0.0,25.0,12.5,,50,249,149.5,0,1,0,low-priced
380,https://clutch.co/developers/artificial-intelligence?page=10,ARTIN,4.9,8,$50 - $99 / hr,"$10,000+",250 - 999,2025-10-26 12:42:20.693987,"['Brno, Czech Republic']","['AI Development', 'Custom Software Development', 'Enterprise App Modernization', 'IT Staff Augmentation', 'Cloud Consulting & SI', 'Web Design']",clutch.co,50.0,99.0,74.5,10000.0,250,999,329.5,1,0,0,middle-priced
696,https://clutch.co/developers/internet-of-things?page=4,ASSIST Software,4.9,16,$100 - $149 / hr,"$5,000+",250 - 999,2025-10-26 16:06:01.730576,"['Suceava, Romania']","['IoT Development', 'AI Development', 'Custom Software Development', 'Mobile App Development', 'Web Development', 'AI Agents', 'AR/VR Development', 'BI & Big Data Consulting & SI', 'Cloud Consulting & SI', 'Cybersecurity', 'Generative AI', 'IT Staff Augmentation', 'Microservices Architecture Services']",clutch.co,100.0,149.0,124.5,5000.0,250,999,329.5,1,1,1,high-priced
788,https://clutch.co/directory/mobile-application-developers?page=4,Aalpha Information Systems India Pvt. Ltd,4.9,215,< $25 / hr,"$1,000+",50 - 249,2025-10-26 16:06:01.276515,"['Bengaluru, India']","['Mobile App Development', 'Web Development', 'Custom Software Development', 'E-Commerce Development', 'Web Design']",clutch.co,0.0,25.0,12.5,1000.0,50,249,149.5,0,0,1,low-priced
329,https://clutch.co/developers/artificial-intelligence?page=10,Abto Software,4.9,20,$25 - $49 / hr,"$10,000+",250 - 999,2025-10-26 12:42:20.739826,"[""L'viv, Ukraine""]","['.4/20 Reviews', '/10 Clients & Experience', '.6/10 Market Presence', 'AI Development', 'Other']",clutch.co,25.0,49.0,37.0,10000.0,250,999,329.5,1,0,0,middle-priced
787,https://clutch.co/directory/mobile-application-developers?page=4,Accedia,4.9,38,$50 - $99 / hr,"$10,000+",250 - 999,2025-10-26 16:06:01.278396,"['Sofia, Bulgaria']","['Mobile App Development', 'Custom Software Development', 'Web Development', 'AI Development', 'Cybersecurity', 'IT Staff Augmentation', 'Staffing', 'UX/UI Design']",clutch.co,50.0,99.0,74.5,10000.0,250,999,329.5,1,0,1,middle-priced
164,https://clutch.co/directory/mobile-application-developers?page=10,Ackee,5.0,43,$50 - $99 / hr,"$25,000+",50 - 249,2025-10-26 12:42:23.352981,"['Karlín, Czech Republic']","['/20 Reviews', '/10 Clients & Experience', '.6/10 Market Presence', 'Mobile App Development', 'Other']",clutch.co,50.0,99.0,74.5,25000.0,50,249,149.5,0,0,1,middle-priced
105,https://www.goodfirms.co/robotic-process-automation,AdaptNXT Technology Solutions,4.9,9,$25 - $49/hr,,10 - 49,2025-10-26 12:25:21.858936,"['Bengaluru, India']",['Robotic Process Automation Services'],www.goodfirms.co,25.0,49.0,37.0,,10,49,29.5,0,0,0,middle-priced
643,https://clutch.co/developers/artificial-intelligence?page=5,Adastra,4.8,13,Undisclosed,"$25,000+","1,000 - 9,999",2025-10-26 16:06:03.367748,"['Toronto, Canada']","['Cloud Consulting & SI', 'BI & Big Data Consulting & SI', 'IT Strategy Consulting', 'AI Development', 'IT Managed Services', 'IoT Development']",clutch.co,,,74.5,25000.0,0,9,4.5,1,1,0,middle-priced
568,https://clutch.co/directory/mobile-application-developers?page=5,Agency Partner Interactive LLC,4.9,64,$50 - $99 / hr,"$5,000+",50 - 249,2025-10-26 16:06:04.890294,"['Plano, TX']","['Mobile App Development', 'Custom Software Development', 'Web Design', 'Web Development', 'E-Commerce Development', 'Low/No Code Development']",clutch.co,50.0,99.0,74.5,5000.0,50,249,149.5,0,0,1,middle-priced
820,https://clutch.co/directory/mobile-application-developers?page=4,AgileEngine,5.0,57,$25 - $49 / hr,"$25,000+","1,000 - 9,999",2025-10-26 16:06:01.186415,"['Boca Raton, FL']","['Mobile App Development', 'Custom Software Development', 'AI Development', 'IT Staff Augmentation', 'UX/UI Design', 'Low/No Code Development', 'Web Development']",clutch.co,25.0,49.0,37.0,25000.0,0,9,4.5,1,0,1,middle-priced
23,https://www.goodfirms.co/directory/platform/app-development,AgileTech Vietnam,5.0,30,$25 - $49/hr,,50 - 249,2025-10-26 12:19:35.947031,"['Irvine, California']",[],www.goodfirms.co,25.0,49.0,37.0,,50,249,149.5,0,0,0,middle-priced
581,https://clutch.co/directory/mobile-application-developers?page=5,Ahex Technologies,4.9,50,< $25 / hr,"$10,000+",50 - 249,2025-10-26 16:06:04.836116,"['Hyderabad, India']","['Mobile App Development', 'Custom Software Development', 'Web Development', 'AI Consulting', 'AI Development', 'ERP Consulting and SI', 'Generative AI', 'IT Staff Augmentation']",clutch.co,0.0,25.0,12.5,10000.0,50,249,149.5,1,0,1,low-priced
209,https://clutch.co/directory/mobile-application-developers?page=10,Akveo,4.9,22,$50 - $99 / hr,"$5,000+",50 - 249,2025-10-26 12:42:23.314663,"['Austin, TX']","['Mobile App Development', 'AI Agents', 'AI Development', 'Application Testing', 'Custom Software Development', 'Enterprise App Modernization', 'IT Staff Augmentation', 'IoT Development', 'Low/No Code Development', 'Web Development']",clutch.co,50.0,99.0,74.5,5000.0,50,249,149.5,1,1,1,middle-priced
617,https://clutch.co/developers/artificial-intelligence?page=5,Algomine,5.0,8,$50 - $99 / hr,"$10,000+",50 - 249,2025-10-26 16:06:03.420194,"['Warszawa, Poland']","['AI Development', 'AI Consulting', 'IT Staff Augmentation']",clutch.co,50.0,99.0,74.5,10000.0,50,249,149.5,1,0,0,middle-priced
167,https://clutch.co/directory/mobile-application-developers?page=10,Algoworks,4.9,98,Undisclosed,"$10,000+",250 - 999,2025-10-26 12:42:23.350903,"['Ramsey, NJ']","['/20 Reviews', '/10 Clients & Experience', '.8/10 Market Presence', 'Mobile App Development', 'Other']",clutch.co,,,74.5,10000.0,250,999,329.5,0,0,1,middle-priced
711,https://clutch.co/developers/internet-of-things?page=4,Alhena Technologies,4.6,10,$50 - $99 / hr,"$10,000+",250 - 999,2025-10-26 16:06:01.700986,"['Alpharetta, GA']","['IoT Development', 'Custom Software Development']",clutch.co,50.0,99.0,74.5,10000.0,250,999,329.5,0,1,0,middle-priced
620,https://clutch.co/developers/artificial-intelligence?page=5,AllianceTek,4.9,40,$25 - $49 / hr,Undisclosed,50 - 249,2025-10-26 16:06:03.414331,"['Malvern, PA']","['Custom Software Development', 'Mobile App Development', 'Web Development', 'AI Development', 'CRM Consulting and SI']",clutch.co,25.0,49.0,37.0,10000.0,50,249,149.5,1,0,1,middle-priced
731,https://clutch.co/developers/internet-of-things?page=4,Altabel Group,4.9,16,$25 - $49 / hr,"$5,000+",50 - 249,2025-10-26 16:06:01.660177,"['Vilnius, Lithuania']","['IoT Development', 'Custom Software Development', 'Mobile App Development', 'Web Development', 'Application Testing', 'AR/VR Development', 'BI & Big Data Consulting & SI', 'Cloud Consulting & SI', 'DevOps Managed Services']",clutch.co,25.0,49.0,37.0,5000.0,50,249,149.5,0,1,1,middle-priced
153,https://www.goodfirms.co/robotic-process-automation,AlterEGO,5.0,2,$25 - $49/hr,,50 - 249,2025-10-26 12:25:21.874844,"['Lisbon, Portugal']",['Robotic Process Automation Services'],www.goodfirms.co,25.0,49.0,37.0,,50,249,149.5,0,0,0,middle-priced
198,https://clutch.co/directory/mobile-application-developers?page=10,Ambient Infotech,5.0,12,< $25 / hr,"$1,000+",50 - 249,2025-10-26 12:42:23.325899,"['Jaipur, India']","['Mobile App Development', 'E-Commerce Development', 'API Development', 'Web Development', 'Custom Software Development', 'Microservices Architecture Services']",clutch.co,0.0,25.0,12.5,1000.0,50,249,149.5,0,0,1,low-priced
28,https://www.goodfirms.co/directory/platform/app-development,Anadea,5.0,15,$25 - $49/hr,,50 - 249,2025-10-26 12:19:35.942175,"['Las Vegas, Nevada']",[],www.goodfirms.co,25.0,49.0,37.0,,50,249,149.5,0,0,0,middle-priced
377,https://clutch.co/developers/artificial-intelligence?page=10,Anglara Digital Solutions,4.8,13,< $25 / hr,"$1,000+",10 - 49,2025-10-26 12:42:20.696832,"['Ahmedabad, India']","['Web Development', 'Custom Software Development', 'AI Consulting', 'AI Development', 'Mobile App Development', 'Business Consulting']",clutch.co,0.0,25.0,12.5,1000.0,10,49,29.5,1,0,1,low-priced
354,https://clutch.co/developers/artificial-intelligence?page=10,AngryLynx doo Novi Sad,5.0,3,$25 - $49 / hr,"$5,000+",2 - 9,2025-10-26 12:42:20.720001,"['Novi Sad, Serbia']","['BI & Big Data Consulting & SI', 'Cloud Consulting & SI', 'Low/No Code Development', 'AI Development', 'CRM Consulting and SI', 'Custom Software Development', 'DevOps Managed Services', 'Generative AI', 'AI Agents']",clutch.co,25.0,49.0,37.0,5000.0,2,9,5.5,1,0,0,middle-priced
324,https://clutch.co/developers/artificial-intelligence?page=10,Antier Solutions,5.0,48,$25 - $49 / hr,"$10,000+",250 - 999,2025-10-26 12:42:20.743305,"['Sahibzada Ajit Singh Nagar, India']","['.8/20 Reviews', '/10 Clients & Experience', '.7/10 Market Presence', 'AI Development', 'Other']",clutch.co,25.0,49.0,37.0,10000.0,250,999,329.5,1,0,0,middle-priced
896,https://clutch.co/developers/artificial-intelligence?page=4,App Maisters Inc.,5.0,22,$50 - $99 / hr,"$5,000+",10 - 49,2025-10-26 16:06:00.028891,"['Houston, TX']","['Mobile App Development', 'AI Development', 'Cloud Consulting & SI', 'Custom Software Development', 'IT Strategy Consulting', 'Web Development', 'AI Consulting', 'Generative AI', 'IoT Development']",clutch.co,50.0,99.0,74.5,5000.0,10,49,29.5,1,1,1,middle-priced
716,https://clutch.co/developers/internet-of-things?page=4,App Streams Ltd,5.0,5,$25 - $49 / hr,"$25,000+",10 - 49,2025-10-26 16:06:01.691191,"['Sofia, Bulgaria']","['IoT Development', 'Web Development', 'Mobile App Development', 'Application Testing', 'AI Development', 'UX/UI Design']",clutch.co,25.0,49.0,37.0,25000.0,10,49,29.5,1,1,1,middle-priced
176,https://clutch.co/directory/mobile-application-developers?page=10,AppMakers USA,5.0,90,$50 - $99 / hr,"$10,000+",10 - 49,2025-10-26 12:42:23.343818,"['Los Angeles, CA']","['/20 Reviews', '/10 Clients & Experience', '.5/10 Market Presence', 'Mobile App Development', 'Other']",clutch.co,50.0,99.0,74.5,10000.0,10,49,29.5,0,0,1,middle-priced
85,https://www.goodfirms.co/directory/platform/app-development,Appeak Technologies LLP,5.0,12,< $25/hr,,10 - 49,2025-10-26 12:19:35.955781,"['Ahmedabad, India']",[],www.goodfirms.co,0.0,25.0,12.5,,10,49,29.5,0,0,0,low-priced
967,https://clutch.co/developers/internet-of-things?page=3,Appetite Creative,4.7,43,$150 - $199 / hr,"$10,000+",2 - 9,2025-10-26 16:05:58.944945,['0 selected Clear All'],"['IoT Development', 'Web Development', 'Mobile App Development', 'Web Design', 'Blockchain', 'Low/No Code Development']",clutch.co,150.0,199.0,130.75,10000.0,2,9,5.5,0,1,1,high-priced
546,https://clutch.co/directory/mobile-application-developers?page=5,Appigma,5.0,7,$50 - $99 / hr,"$5,000+",10 - 49,2025-10-26 16:06:04.934009,"['Chicago, IL']","['Mobile App Development', 'Custom Software Development', 'E-Commerce Development', 'UX/UI Design']",clutch.co,50.0,99.0,74.5,5000.0,10,49,29.5,0,0,1,middle-priced
937,https://clutch.co/developers/internet-of-things?page=3,Appikr Labs,5.0,25,< $25 / hr,"$10,000+",50 - 249,2025-10-26 16:05:59.009898,['0 selected Clear All'],"['IoT Development', 'Mobile App Development', 'E-Commerce Development', 'Low/No Code Development', 'AI Development', 'Blockchain']",clutch.co,0.0,25.0,12.5,10000.0,50,249,149.5,1,1,1,low-priced
332,https://clutch.co/developers/artificial-intelligence?page=10,Appinventiv,4.6,89,$25 - $49 / hr,"$50,000+","1,000 - 9,999",2025-10-26 12:42:20.736952,"['New York, NY']","['.2/20 Reviews', '/10 Clients & Experience', '/10 Market Presence', 'AI Development', 'Other']",clutch.co,25.0,49.0,37.0,50000.0,0,9,4.5,1,0,0,middle-priced
4,https://www.goodfirms.co/directory/platform/app-development,AppsChopper,4.9,52,$50 - $99/hr,,50 - 249,2025-10-26 12:19:35.976097,"['NYC, New York']",[],www.goodfirms.co,50.0,99.0,74.5,,50,249,149.5,0,0,0,middle-priced
278,https://clutch.co/developers/internet-of-things?page=10,AppsGarden,4.8,11,$25 - $49 / hr,"$10,000+",10 - 49,2025-10-26 12:42:22.087660,"['Kraków, Poland']","['IoT Development', 'Mobile App Development', 'Custom Software Development', 'Application Management & Support']",clutch.co,25.0,49.0,37.0,10000.0,10,49,29.5,0,1,1,middle-priced
738,https://clutch.co/developers/internet-of-things?page=4,AppsNation,5.0,5,$25 - $49 / hr,"$1,000+",250 - 999,2025-10-26 16:06:01.639967,"['Dubai, United Arab Emirates']","['IoT Development', 'Mobile App Development', 'AR/VR Development', 'Low/No Code Development', 'Custom Software Development', 'E-Commerce Development', 'Wearable App Development', 'Web Development']",clutch.co,25.0,49.0,37.0,1000.0,250,999,329.5,0,1,1,middle-priced
84,https://www.goodfirms.co/directory/platform/app-development,Appscrip,4.7,26,$25 - $49/hr,,50 - 249,2025-10-26 12:19:35.954820,"['Bengaluru, India']",[],www.goodfirms.co,25.0,49.0,37.0,,50,249,149.5,0,0,0,middle-priced
15,https://www.goodfirms.co/directory/platform/app-development,Apptunix,4.7,14,$25 - $49/hr,,250 - 999,2025-10-26 12:19:35.965960,"['Mohali, India']",[],www.goodfirms.co,25.0,49.0,37.0,,250,999,329.5,0,0,0,middle-priced
895,https://clutch.co/developers/artificial-intelligence?page=4,Appventurez,4.7,43,< $25 / hr,"$10,000+",50 - 249,2025-10-26 16:06:00.031193,"['Noida, India']","['AI Development', 'Custom Software Development', 'IoT Development', 'Mobile App Development', 'Generative AI', 'IT Staff Augmentation', 'Web Development']",clutch.co,0.0,25.0,12.5,10000.0,50,249,149.5,1,1,1,low-priced
263,https://clutch.co/developers/internet-of-things?page=10,Apriorit,4.9,42,$100 - $149 / hr,"$25,000+",250 - 999,2025-10-26 12:42:22.100085,"['Poznań, Poland']","['.2/20 Reviews', '.4/10 Clients & Experience', '.7/10 Market Presence', 'IoT Development', 'Other']",clutch.co,100.0,149.0,124.5,25000.0,250,999,329.5,0,1,0,high-priced
562,https://clutch.co/directory/mobile-application-developers?page=5,Arbisoft,4.9,34,$50 - $99 / hr,"$50,000+",250 - 999,2025-10-26 16:06:04.902397,"['Plano, TX']","['Mobile App Development', 'Custom Software Development', 'Web Development', 'AI Development', 'Application Testing', 'Cybersecurity', 'DevOps Managed Services', 'IT Managed Services']",clutch.co,50.0,99.0,74.5,50000.0,250,999,329.5,1,0,1,middle-priced
269,https://clutch.co/developers/internet-of-things?page=10,ArcTouch,4.9,37,$50 - $99 / hr,"$100,000+",250 - 999,2025-10-26 12:42:22.095531,"['San Francisco, CA']","['/20 Reviews', '/10 Clients & Experience', '/10 Market Presence', 'IoT Development', 'Other']",clutch.co,50.0,99.0,74.5,55000.0,250,999,329.5,0,1,0,middle-priced
215,https://clutch.co/directory/mobile-application-developers?page=10,Arccus Inc.,4.9,6,$25 - $49 / hr,"$10,000+",10 - 49,2025-10-26 12:42:23.308616,"['Rajkot, India']","['Mobile App Development', 'AI Development', 'Enterprise App Modernization', 'Custom Software Development', 'Web Development', 'AR/VR Development']",clutch.co,25.0,49.0,37.0,10000.0,10,49,29.5,1,0,1,middle-priced
742,https://clutch.co/developers/internet-of-things?page=4,Ars Futura,5.0,19,$50 - $99 / hr,"$25,000+",50 - 249,2025-10-26 16:06:01.631186,"['Zagreb, Croatia']","['IoT Development', 'Custom Software Development', 'Mobile App Development', 'UX/UI Design', 'Web Design', 'Web Development']",clutch.co,50.0,99.0,74.5,25000.0,50,249,149.5,0,1,1,middle-priced
296,https://clutch.co/developers/internet-of-things?page=10,ArtfulBits,5.0,4,$25 - $49 / hr,"$1,000+",10 - 49,2025-10-26 12:42:22.070895,"[""L'viv, Ukraine""]","['IoT Development', 'Mobile App Development', 'Web Development']",clutch.co,25.0,49.0,37.0,1000.0,10,49,29.5,0,1,1,middle-priced
629,https://clutch.co/developers/artificial-intelligence?page=5,Artkai,4.9,51,$50 - $99 / hr,"$25,000+",50 - 249,2025-10-26 16:06:03.397344,"['Gliwice, Poland']","['UX/UI Design', 'Web Development', 'AI Development', 'Blockchain', 'Branding', 'Custom Software Development', 'Low/No Code Development', 'Web Design']",clutch.co,50.0,99.0,74.5,25000.0,50,249,149.5,1,0,0,middle-priced
101,https://www.goodfirms.co/robotic-process-automation,Athos technologies,5.0,16,< $25/hr,,10 - 49,2025-10-26 12:25:21.889751,"['Delhi, India']",['Robotic Process Automation Services'],www.goodfirms.co,0.0,25.0,12.5,,10,49,29.5,0,0,0,low-priced
570,https://clutch.co/directory/mobile-application-developers?page=5,Atmosphere Apps,4.9,18,$100 - $149 / hr,"$25,000+",10 - 49,2025-10-26 16:06:04.885794,"['Gainesville, FL']","['Mobile App Development', 'Custom Software Development', 'Web Development', 'AI Development', 'Application Management & Support', 'IT Managed Services']",clutch.co,100.0,149.0,124.5,25000.0,10,49,29.5,1,0,1,high-priced
111,https://www.goodfirms.co/robotic-process-automation,Atomic Actions,5.0,3,$25 - $49/hr,,10 - 49,2025-10-26 12:25:21.853206,"['Claymont, Delaware']",['Robotic Process Automation Services'],www.goodfirms.co,25.0,49.0,37.0,,10,49,29.5,0,0,0,middle-priced
190,https://clutch.co/directory/mobile-application-developers?page=10,Atomic Object,4.9,45,$150 - $199 / hr,"$25,000+",50 - 249,2025-10-26 12:42:23.333214,"['Grand Rapids, MI']","['/20 Reviews', '/10 Clients & Experience', '/10 Market Presence', 'Mobile App Development', 'Other']",clutch.co,150.0,199.0,130.75,25000.0,50,249,149.5,0,0,1,high-priced
461,https://clutch.co/developers/internet-of-things?page=5,Augmented,5.0,6,$100 - $149 / hr,"$10,000+",10 - 49,2025-10-26 16:06:06.261520,['0 selected Clear All'],"['IoT Development', 'AR/VR Development', 'Mobile App Development', 'Low/No Code Development', 'Web Design']",clutch.co,100.0,149.0,124.5,10000.0,10,49,29.5,0,1,1,high-priced
142,https://www.goodfirms.co/robotic-process-automation,Autorpad,5.0,1,,,10 - 49,2025-10-26 12:25:21.863985,"['Dnipropetrovsk, Ukraine']",['Robotic Process Automation Services'],www.goodfirms.co,,,37.0,,10,49,29.5,0,0,0,middle-priced
74,https://www.goodfirms.co/artificial-intelligence,Azilen Technologies,4.9,13,$25 - $49/hr,,250 - 999,2025-10-26 12:19:33.065479,"['Irving, Texas']",['Artificial Intelligence Services'],www.goodfirms.co,25.0,49.0,37.0,,250,999,329.5,1,0,0,middle-priced
285,https://clutch.co/developers/internet-of-things?page=10,B-MIND Software House,4.5,10,$50 - $99 / hr,"$5,000+",10 - 49,2025-10-26 12:42:22.081280,"['Poznań, Poland']","['IoT Development', 'Custom Software Development', 'Mobile App Development', 'Web Development', 'Web Design']",clutch.co,50.0,99.0,74.5,5000.0,10,49,29.5,0,1,1,middle-priced
1046,https://www.goodfirms.co/artificial-intelligence/computer-vision,BEON.tech,5.0,10,$25 - $49/hr,,50 - 249,2025-10-26 16:30:08.556148,"['Sunny Isles, Florida']","['Artificial Intelligence Services', 'Computer Vision Services']",www.goodfirms.co,25.0,49.0,37.0,,50,249,149.5,1,0,0,middle-priced
399,https://clutch.co/developers/artificial-intelligence?page=10,BITLOGIC,4.8,5,$25 - $49 / hr,"$10,000+",50 - 249,2025-10-26 12:42:20.657942,"['Córdoba, Argentina']","['Custom Software Development', 'Cloud Consulting & SI', 'Generative AI', 'IT Staff Augmentation', 'Web Design']",clutch.co,25.0,49.0,37.0,10000.0,50,249,149.5,1,0,0,middle-priced
235,https://clutch.co/directory/mobile-application-developers?page=10,BNMA,5.0,14,$50 - $99 / hr,"$75,000+",2 - 9,2025-10-26 12:42:23.281149,"['Carlsbad, CA']","['Mobile App Development', 'Custom Software Development', 'Web Development', 'AI Development', 'Other Application Development']",clutch.co,50.0,99.0,74.5,55000.0,2,9,5.5,1,0,1,middle-priced
211,https://clutch.co/directory/mobile-application-developers?page=10,BRACKETS,4.8,8,$50 - $99 / hr,"$25,000+",10 - 49,2025-10-26 12:42:23.312266,"['Bratislava, Slovakia']","['Mobile App Development', 'AI Development', 'Custom Software Development', 'UX/UI Design', 'Web Development']",clutch.co,50.0,99.0,74.5,25000.0,10,49,29.5,1,0,1,middle-priced
237,https://clutch.co/directory/mobile-application-developers?page=10,Bakson Ltd,5.0,4,$25 - $49 / hr,"$10,000+",50 - 249,2025-10-26 12:42:23.263294,"['Beograd, Serbia']","['Mobile App Development', 'Enterprise App Modernization', 'IT Staff Augmentation', 'IT Strategy Consulting', 'Web Development', 'Application Testing', 'Custom Software Development', 'E-Commerce Development']",clutch.co,25.0,49.0,37.0,10000.0,50,249,149.5,0,0,1,middle-priced
